Generated by http://statistics.gov.scot,2018-07-27T10:33:24+00:00
http://statistics.gov.scot/data/scottish-index-multiple-deprivation,Scottish Index of Multiple Deprivation 2004-2012
measure type,Decile
Reference Period,2004
Measure (cell values): ,Decile(Decile)

,,http://statistics.gov.scot/def/concept/simd-domain/access-to-services,http://statistics.gov.scot/def/concept/simd-domain/education-skills-and-training,http://statistics.gov.scot/def/concept/simd-domain/employment,http://statistics.gov.scot/def/concept/simd-domain/health,http://statistics.gov.scot/def/concept/simd-domain/housing,http://statistics.gov.scot/def/concept/simd-domain/income,http://statistics.gov.scot/def/concept/simd-domain/simd
http://statistics.gov.scot/id/statistical-geography/S01002694,S01002694,3,1,2,4,5,4,2
http://statistics.gov.scot/id/statistical-geography/S01002695,S01002695,1,8,7,8,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01002696,S01002696,8,4,5,6,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01002697,S01002697,5,6,7,7,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01002698,S01002698,7,5,6,7,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01002699,S01002699,7,2,3,4,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01002700,S01002700,4,1,3,4,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01002701,S01002701,2,8,8,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002702,S01002702,7,3,2,4,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01002703,S01002703,3,4,5,6,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01002704,S01002704,4,6,5,6,7,7,6
http://statistics.gov.scot/id/statistical-geography/S01002705,S01002705,5,5,3,3,8,5,4
http://statistics.gov.scot/id/statistical-geography/S01002706,S01002706,6,5,2,2,6,2,2
http://statistics.gov.scot/id/statistical-geography/S01002707,S01002707,6,2,3,6,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01002708,S01002708,1,2,3,5,5,5,4
http://statistics.gov.scot/id/statistical-geography/S01002709,S01002709,9,3,2,3,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01002710,S01002710,3,7,7,7,6,6,7
http://statistics.gov.scot/id/statistical-geography/S01002711,S01002711,7,4,3,5,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002712,S01002712,6,3,4,4,5,5,4
http://statistics.gov.scot/id/statistical-geography/S01002713,S01002713,10,4,3,3,7,2,3
http://statistics.gov.scot/id/statistical-geography/S01002714,S01002714,9,6,2,2,6,2,3
http://statistics.gov.scot/id/statistical-geography/S01002715,S01002715,6,2,3,4,6,4,3
http://statistics.gov.scot/id/statistical-geography/S01002716,S01002716,1,8,9,7,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01002717,S01002717,10,10,7,8,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01002718,S01002718,7,3,3,3,5,2,3
http://statistics.gov.scot/id/statistical-geography/S01002719,S01002719,5,2,4,5,4,5,4
http://statistics.gov.scot/id/statistical-geography/S01002720,S01002720,4,10,10,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01002721,S01002721,8,3,2,4,5,2,3
http://statistics.gov.scot/id/statistical-geography/S01002722,S01002722,10,9,4,4,8,4,5
http://statistics.gov.scot/id/statistical-geography/S01002723,S01002723,8,4,2,4,8,4,3
http://statistics.gov.scot/id/statistical-geography/S01002724,S01002724,8,7,4,5,8,5,6
http://statistics.gov.scot/id/statistical-geography/S01002725,S01002725,5,5,4,5,7,6,5
http://statistics.gov.scot/id/statistical-geography/S01002726,S01002726,9,10,6,7,9,5,7
http://statistics.gov.scot/id/statistical-geography/S01002727,S01002727,2,8,8,10,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01002728,S01002728,10,7,5,5,6,7,7
http://statistics.gov.scot/id/statistical-geography/S01002729,S01002729,2,10,9,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002730,S01002730,7,6,4,6,4,4,5
http://statistics.gov.scot/id/statistical-geography/S01002731,S01002731,5,4,4,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002732,S01002732,9,6,7,6,4,5,7
http://statistics.gov.scot/id/statistical-geography/S01002733,S01002733,7,10,6,6,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01002734,S01002734,8,4,3,4,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01002735,S01002735,8,7,6,7,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01002736,S01002736,4,6,5,6,8,7,6
http://statistics.gov.scot/id/statistical-geography/S01002737,S01002737,10,8,7,7,6,7,8
http://statistics.gov.scot/id/statistical-geography/S01002738,S01002738,9,4,4,7,8,4,5
http://statistics.gov.scot/id/statistical-geography/S01002739,S01002739,2,9,7,7,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01002740,S01002740,6,8,8,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01002741,S01002741,8,8,7,7,6,7,8
http://statistics.gov.scot/id/statistical-geography/S01002742,S01002742,7,5,3,6,8,4,5
http://statistics.gov.scot/id/statistical-geography/S01002743,S01002743,6,4,1,1,5,1,1
http://statistics.gov.scot/id/statistical-geography/S01002744,S01002744,6,7,9,8,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01002745,S01002745,5,2,1,3,5,3,2
http://statistics.gov.scot/id/statistical-geography/S01002746,S01002746,3,7,6,4,7,5,6
http://statistics.gov.scot/id/statistical-geography/S01002747,S01002747,8,4,2,4,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01002748,S01002748,10,6,3,3,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01002749,S01002749,7,2,3,4,6,2,3
http://statistics.gov.scot/id/statistical-geography/S01002750,S01002750,7,2,2,2,6,2,2
http://statistics.gov.scot/id/statistical-geography/S01002751,S01002751,8,1,3,4,5,3,2
http://statistics.gov.scot/id/statistical-geography/S01002752,S01002752,8,5,3,4,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01002753,S01002753,3,10,9,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01002754,S01002754,8,8,7,6,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01002755,S01002755,9,1,2,2,5,1,1
http://statistics.gov.scot/id/statistical-geography/S01002756,S01002756,8,5,1,3,6,1,2
http://statistics.gov.scot/id/statistical-geography/S01002757,S01002757,7,5,4,2,8,6,5
http://statistics.gov.scot/id/statistical-geography/S01002758,S01002758,8,3,4,4,4,3,4
http://statistics.gov.scot/id/statistical-geography/S01002759,S01002759,9,1,2,2,4,1,2
http://statistics.gov.scot/id/statistical-geography/S01002760,S01002760,10,4,3,4,5,5,4
http://statistics.gov.scot/id/statistical-geography/S01002761,S01002761,10,2,3,3,5,2,3
http://statistics.gov.scot/id/statistical-geography/S01002762,S01002762,9,2,2,1,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002763,S01002763,7,3,3,5,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01002764,S01002764,7,2,2,3,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01002765,S01002765,9,1,1,1,5,1,1
http://statistics.gov.scot/id/statistical-geography/S01002766,S01002766,6,3,3,4,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01002767,S01002767,2,5,7,7,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01002768,S01002768,4,3,6,5,5,7,6
http://statistics.gov.scot/id/statistical-geography/S01002769,S01002769,6,5,5,6,6,5,6
http://statistics.gov.scot/id/statistical-geography/S01002770,S01002770,6,6,3,4,7,3,4
http://statistics.gov.scot/id/statistical-geography/S01002771,S01002771,7,2,2,3,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01002772,S01002772,1,7,4,7,8,6,5
http://statistics.gov.scot/id/statistical-geography/S01002773,S01002773,5,4,4,5,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002774,S01002774,7,3,4,5,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01002775,S01002775,8,1,2,2,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01002776,S01002776,5,4,5,6,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01002777,S01002777,10,3,3,3,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002778,S01002778,10,3,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002779,S01002779,7,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01002780,S01002780,6,2,2,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002781,S01002781,5,4,5,6,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01002782,S01002782,7,3,3,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002783,S01002783,3,3,3,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002784,S01002784,4,3,4,4,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01002785,S01002785,6,2,2,3,4,1,2
http://statistics.gov.scot/id/statistical-geography/S01002786,S01002786,6,7,7,9,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01002787,S01002787,7,6,6,7,9,5,7
http://statistics.gov.scot/id/statistical-geography/S01002788,S01002788,4,5,7,6,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01002789,S01002789,4,8,10,9,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01002790,S01002790,9,4,3,3,6,2,3
http://statistics.gov.scot/id/statistical-geography/S01002791,S01002791,6,2,2,2,6,1,2
http://statistics.gov.scot/id/statistical-geography/S01002792,S01002792,3,6,5,5,9,7,6
http://statistics.gov.scot/id/statistical-geography/S01002793,S01002793,4,1,2,3,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01002794,S01002794,7,2,2,4,6,5,3
http://statistics.gov.scot/id/statistical-geography/S01002795,S01002795,3,9,10,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01002796,S01002796,7,6,5,4,9,5,6
http://statistics.gov.scot/id/statistical-geography/S01002797,S01002797,5,9,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01002798,S01002798,3,2,3,4,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01002799,S01002799,9,3,2,4,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01002800,S01002800,3,9,9,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01002801,S01002801,6,2,1,3,5,3,2
http://statistics.gov.scot/id/statistical-geography/S01002802,S01002802,3,9,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01002803,S01002803,3,4,4,5,7,6,5
http://statistics.gov.scot/id/statistical-geography/S01002804,S01002804,9,3,4,4,4,5,4
http://statistics.gov.scot/id/statistical-geography/S01002805,S01002805,7,5,2,4,8,3,3
http://statistics.gov.scot/id/statistical-geography/S01002806,S01002806,5,4,6,4,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01002807,S01002807,10,2,2,3,4,2,3
http://statistics.gov.scot/id/statistical-geography/S01002808,S01002808,10,2,3,4,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01002809,S01002809,8,4,2,4,7,3,3
http://statistics.gov.scot/id/statistical-geography/S01002810,S01002810,3,4,4,6,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01002811,S01002811,4,5,4,5,8,5,5
http://statistics.gov.scot/id/statistical-geography/S01002812,S01002812,5,6,4,6,7,7,6
http://statistics.gov.scot/id/statistical-geography/S01002813,S01002813,9,2,1,3,6,2,2
http://statistics.gov.scot/id/statistical-geography/S01002814,S01002814,3,4,4,5,8,3,4
http://statistics.gov.scot/id/statistical-geography/S01002815,S01002815,9,1,1,1,3,2,1
http://statistics.gov.scot/id/statistical-geography/S01002816,S01002816,10,1,2,4,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01002817,S01002817,8,2,2,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002818,S01002818,9,5,6,5,8,5,6
http://statistics.gov.scot/id/statistical-geography/S01002819,S01002819,8,1,1,3,5,1,1
http://statistics.gov.scot/id/statistical-geography/S01002820,S01002820,9,1,2,4,4,1,2
http://statistics.gov.scot/id/statistical-geography/S01002821,S01002821,4,2,2,5,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01002822,S01002822,8,1,2,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002823,S01002823,6,3,1,2,6,1,2
http://statistics.gov.scot/id/statistical-geography/S01002824,S01002824,9,6,6,8,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01002825,S01002825,10,4,2,3,6,2,3
http://statistics.gov.scot/id/statistical-geography/S01002826,S01002826,8,3,2,4,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01002827,S01002827,4,2,3,4,7,3,3
http://statistics.gov.scot/id/statistical-geography/S01002828,S01002828,2,5,4,6,7,3,4
http://statistics.gov.scot/id/statistical-geography/S01002829,S01002829,7,2,1,4,6,3,2
http://statistics.gov.scot/id/statistical-geography/S01002830,S01002830,9,4,1,3,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01002831,S01002831,4,4,4,4,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01002832,S01002832,3,6,5,5,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01002833,S01002833,3,8,8,10,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01002834,S01002834,6,2,2,4,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01002835,S01002835,8,2,3,3,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01002836,S01002836,2,6,4,6,8,3,4
http://statistics.gov.scot/id/statistical-geography/S01002837,S01002837,9,1,1,2,5,2,1
http://statistics.gov.scot/id/statistical-geography/S01002838,S01002838,8,2,3,4,4,4,3
http://statistics.gov.scot/id/statistical-geography/S01002839,S01002839,9,2,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002840,S01002840,4,5,5,5,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01002841,S01002841,3,8,9,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002842,S01002842,9,2,1,2,3,2,1
http://statistics.gov.scot/id/statistical-geography/S01002843,S01002843,10,1,2,2,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01002844,S01002844,6,8,7,8,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01002845,S01002845,10,3,2,3,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01002846,S01002846,5,5,6,5,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01002847,S01002847,3,5,6,6,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01002848,S01002848,3,4,4,5,8,4,4
http://statistics.gov.scot/id/statistical-geography/S01002849,S01002849,3,5,5,4,6,6,5
http://statistics.gov.scot/id/statistical-geography/S01002850,S01002850,9,4,3,4,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01002851,S01002851,4,8,10,7,9,7,9
http://statistics.gov.scot/id/statistical-geography/S01002852,S01002852,6,2,2,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002853,S01002853,9,1,2,3,3,1,2
http://statistics.gov.scot/id/statistical-geography/S01002854,S01002854,9,2,2,2,4,3,2
http://statistics.gov.scot/id/statistical-geography/S01002855,S01002855,9,1,1,2,6,1,1
http://statistics.gov.scot/id/statistical-geography/S01002856,S01002856,9,2,1,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002857,S01002857,6,5,6,6,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01002858,S01002858,4,8,6,6,9,8,7
http://statistics.gov.scot/id/statistical-geography/S01002859,S01002859,7,2,1,4,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002860,S01002860,2,6,5,6,7,4,5
http://statistics.gov.scot/id/statistical-geography/S01002861,S01002861,2,5,6,6,6,6,5
http://statistics.gov.scot/id/statistical-geography/S01002862,S01002862,6,5,4,6,8,3,4
http://statistics.gov.scot/id/statistical-geography/S01002863,S01002863,5,1,3,5,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01002864,S01002864,7,2,2,3,7,1,2
http://statistics.gov.scot/id/statistical-geography/S01002865,S01002865,9,4,5,6,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01002866,S01002866,6,2,2,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002867,S01002867,2,8,8,9,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01002868,S01002868,7,2,2,2,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01002869,S01002869,5,4,4,5,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01002870,S01002870,4,6,6,7,7,4,6
http://statistics.gov.scot/id/statistical-geography/S01002871,S01002871,7,5,5,7,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01002872,S01002872,9,5,5,5,7,4,5
http://statistics.gov.scot/id/statistical-geography/S01002873,S01002873,6,4,4,6,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01002874,S01002874,2,4,4,5,7,3,4
http://statistics.gov.scot/id/statistical-geography/S01002875,S01002875,4,4,2,4,6,2,2
http://statistics.gov.scot/id/statistical-geography/S01002876,S01002876,8,2,3,4,5,2,3
http://statistics.gov.scot/id/statistical-geography/S01002877,S01002877,3,4,2,4,8,3,3
http://statistics.gov.scot/id/statistical-geography/S01002878,S01002878,2,6,6,7,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01002879,S01002879,8,5,6,7,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01002880,S01002880,4,5,5,7,10,8,7
http://statistics.gov.scot/id/statistical-geography/S01002881,S01002881,10,6,3,3,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002882,S01002882,10,5,2,4,5,3,4
http://statistics.gov.scot/id/statistical-geography/S01002883,S01002883,6,3,4,5,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002884,S01002884,7,5,5,6,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01002885,S01002885,4,6,6,7,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01002886,S01002886,5,2,3,5,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01002887,S01002887,8,2,3,5,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01002888,S01002888,3,9,9,9,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01002889,S01002889,4,2,4,5,6,3,4
http://statistics.gov.scot/id/statistical-geography/S01002890,S01002890,5,2,3,3,7,2,3
http://statistics.gov.scot/id/statistical-geography/S01002891,S01002891,8,6,5,6,6,4,6
http://statistics.gov.scot/id/statistical-geography/S01002892,S01002892,8,4,3,6,7,3,4
http://statistics.gov.scot/id/statistical-geography/S01002893,S01002893,8,3,3,2,7,4,3
http://statistics.gov.scot/id/statistical-geography/S01002894,S01002894,8,8,6,7,10,7,8
http://statistics.gov.scot/id/statistical-geography/S01002895,S01002895,7,4,2,2,6,2,2
http://statistics.gov.scot/id/statistical-geography/S01002896,S01002896,6,8,6,7,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01002897,S01002897,8,5,1,4,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01002898,S01002898,6,6,7,6,7,7,7
http://statistics.gov.scot/id/statistical-geography/S01002899,S01002899,4,8,8,7,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002900,S01002900,3,2,3,4,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002901,S01002901,4,2,4,7,8,5,4
http://statistics.gov.scot/id/statistical-geography/S01002902,S01002902,4,5,5,5,4,4,5
http://statistics.gov.scot/id/statistical-geography/S01002903,S01002903,6,4,2,6,5,2,3
http://statistics.gov.scot/id/statistical-geography/S01002904,S01002904,9,8,5,8,8,7,8
http://statistics.gov.scot/id/statistical-geography/S01002905,S01002905,6,6,6,7,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01002906,S01002906,3,5,4,6,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01002907,S01002907,7,6,6,5,8,5,6
http://statistics.gov.scot/id/statistical-geography/S01002908,S01002908,4,8,6,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002909,S01002909,7,6,3,4,8,5,5
http://statistics.gov.scot/id/statistical-geography/S01002910,S01002910,3,3,2,5,7,2,2
http://statistics.gov.scot/id/statistical-geography/S01002911,S01002911,5,1,2,4,6,3,2
http://statistics.gov.scot/id/statistical-geography/S01002912,S01002912,2,10,7,8,10,9,8
http://statistics.gov.scot/id/statistical-geography/S01002913,S01002913,2,9,8,8,10,10,8
http://statistics.gov.scot/id/statistical-geography/S01002914,S01002914,3,4,3,5,4,2,3
http://statistics.gov.scot/id/statistical-geography/S01002915,S01002915,4,4,4,5,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01002916,S01002916,6,1,1,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002917,S01002917,8,7,8,8,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01002918,S01002918,4,10,6,7,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01002919,S01002919,4,3,3,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01002920,S01002920,9,6,6,6,4,5,6
http://statistics.gov.scot/id/statistical-geography/S01002921,S01002921,2,8,7,7,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01002922,S01002922,7,5,3,4,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01002923,S01002923,3,6,5,5,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01002924,S01002924,2,8,7,8,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01002925,S01002925,2,6,6,6,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01002926,S01002926,2,5,4,6,7,3,4
http://statistics.gov.scot/id/statistical-geography/S01002927,S01002927,3,5,2,4,7,2,3
http://statistics.gov.scot/id/statistical-geography/S01002928,S01002928,2,9,9,7,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002929,S01002929,5,3,3,4,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01002930,S01002930,2,9,7,7,10,7,7
http://statistics.gov.scot/id/statistical-geography/S01002931,S01002931,5,3,3,4,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01002932,S01002932,2,7,10,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002933,S01002933,9,6,7,7,5,6,7
http://statistics.gov.scot/id/statistical-geography/S01002934,S01002934,2,5,4,6,8,3,4
http://statistics.gov.scot/id/statistical-geography/S01002935,S01002935,2,6,4,6,8,4,5
http://statistics.gov.scot/id/statistical-geography/S01002936,S01002936,2,9,9,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002937,S01002937,10,8,7,9,6,6,8
http://statistics.gov.scot/id/statistical-geography/S01002938,S01002938,9,5,5,5,4,3,5
http://statistics.gov.scot/id/statistical-geography/S01002939,S01002939,1,9,8,8,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01002940,S01002940,5,7,4,7,6,5,6
http://statistics.gov.scot/id/statistical-geography/S01002941,S01002941,1,8,6,8,8,7,6
http://statistics.gov.scot/id/statistical-geography/S01002942,S01002942,5,6,6,6,5,6,6
http://statistics.gov.scot/id/statistical-geography/S01002943,S01002943,3,7,8,8,7,7,8
http://statistics.gov.scot/id/statistical-geography/S01002944,S01002944,4,7,7,8,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01002945,S01002945,3,8,8,9,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01002946,S01002946,1,8,8,7,7,8,7
http://statistics.gov.scot/id/statistical-geography/S01002947,S01002947,4,10,8,7,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01002948,S01002948,4,10,7,6,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01002949,S01002949,1,5,6,8,7,7,6
http://statistics.gov.scot/id/statistical-geography/S01002950,S01002950,2,7,8,7,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01002951,S01002951,2,9,8,8,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01002952,S01002952,5,8,7,8,8,7,8
http://statistics.gov.scot/id/statistical-geography/S01002953,S01002953,3,7,8,8,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01002954,S01002954,2,7,7,7,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01002955,S01002955,5,7,6,7,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01002956,S01002956,9,7,7,7,8,6,8
http://statistics.gov.scot/id/statistical-geography/S01002957,S01002957,4,7,8,10,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01002958,S01002958,1,9,9,8,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01002959,S01002959,2,8,8,9,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01002960,S01002960,1,8,8,9,9,8,7
http://statistics.gov.scot/id/statistical-geography/S01002961,S01002961,10,7,8,7,9,5,8
http://statistics.gov.scot/id/statistical-geography/S01002962,S01002962,2,6,4,5,6,5,4
http://statistics.gov.scot/id/statistical-geography/S01002963,S01002963,8,5,5,4,7,5,6
http://statistics.gov.scot/id/statistical-geography/S01002964,S01002964,1,7,7,9,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01002965,S01002965,1,8,6,8,7,8,7
http://statistics.gov.scot/id/statistical-geography/S01002966,S01002966,1,5,2,7,7,8,4
http://statistics.gov.scot/id/statistical-geography/S01002967,S01002967,1,9,8,8,7,8,7
http://statistics.gov.scot/id/statistical-geography/S01002968,S01002968,1,9,9,8,9,10,8
http://statistics.gov.scot/id/statistical-geography/S01002969,S01002969,3,9,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01002970,S01002970,3,9,10,7,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01002971,S01002971,5,10,9,9,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01002972,S01002972,9,6,4,4,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01002973,S01002973,6,10,9,8,9,8,10
http://statistics.gov.scot/id/statistical-geography/S01002974,S01002974,1,9,7,8,4,6,6
http://statistics.gov.scot/id/statistical-geography/S01002975,S01002975,10,8,6,6,7,5,7
http://statistics.gov.scot/id/statistical-geography/S01002976,S01002976,7,4,3,2,4,2,3
http://statistics.gov.scot/id/statistical-geography/S01002977,S01002977,9,8,7,6,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01002978,S01002978,6,9,8,8,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01002979,S01002979,6,6,7,7,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01002980,S01002980,8,5,6,6,5,7,7
http://statistics.gov.scot/id/statistical-geography/S01002981,S01002981,2,10,10,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01002982,S01002982,3,10,9,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01002983,S01002983,9,3,6,5,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01002984,S01002984,4,7,9,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01002985,S01002985,8,10,10,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01002986,S01002986,9,4,6,6,3,5,6
http://statistics.gov.scot/id/statistical-geography/S01002987,S01002987,4,6,6,5,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01002988,S01002988,1,10,9,8,6,8,8
http://statistics.gov.scot/id/statistical-geography/S01002989,S01002989,8,4,4,5,3,4,4
http://statistics.gov.scot/id/statistical-geography/S01002990,S01002990,9,5,10,7,2,9,9
http://statistics.gov.scot/id/statistical-geography/S01002991,S01002991,2,10,10,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01002992,S01002992,7,8,10,8,3,9,9
http://statistics.gov.scot/id/statistical-geography/S01002993,S01002993,1,9,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01002994,S01002994,7,9,10,8,2,10,10
http://statistics.gov.scot/id/statistical-geography/S01002995,S01002995,8,8,10,9,1,10,10
http://statistics.gov.scot/id/statistical-geography/S01002996,S01002996,7,9,10,7,3,10,10
http://statistics.gov.scot/id/statistical-geography/S01002997,S01002997,7,8,10,6,2,9,9
